PHP_Code,is_vulnerable,Description
"<?php
$array = array();
$array[] = 'safe' ;
$array[] = $_GET['userData'] ;
$array[] = 'safe' ;
$tainted = $array[1] ;
$tainted = preg_replace('/\'/', '', $tainted);
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__array-GET__func_preg_replace__userByCN-sprintf_%s_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_FILTER-VALIDATION-email_filter__name-interpretation_simple_quote
"<?php
$tainted = `cat /tmp/tainted.txt`;
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(mail='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__backticks__func_FILTER-CLEANING-email_filter__userByMail-sprintf_%s_simple_quote
"<?php
$array = array();
$array[] = 'safe' ;
$array[] = $_GET['userData'] ;
$array[] = 'safe' ;
$tainted = $array[1] ;
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__array-GET__func_htmlspecialchars__not_name-interpretation_simple_quote
"<?php
$tainted = `cat /tmp/tainted.txt`;
$tainted = htmlentities($tainted, ENT_QUOTES);
$query = sprintf(""!name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__backticks__func_htmlentities__not_name-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input;
 }
 public function __construct(){
 $this->input = $_GET['UserData'] ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""(&(objectCategory=person)(objectClass=user)(cn='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-classicGet__func_FILTER-CLEANING-email_filter__userByCN-concatenation_simple_quote
"<?php
$tainted = $_SESSION['UserData'];
$tainted = addslashes($tainted);
$query = sprintf(""!name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__SESSION__func_addslashes__not_name-sprintf_%s_simple_quote
"<?php
$array = array();
$array[] = 'safe' ;
$array[] = $_GET['userData'] ;
$array[] = 'safe' ;
$tainted = $array[1] ;
$tainted = htmlentities($tainted, ENT_QUOTES);
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__array-GET__func_htmlentities__userByCN-sprintf_%s_simple_quote
"<?php
$script = ""/tmp/tainted.php"";
exec($script, $result, $return);
$tainted = $result[0];
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__exec__func_FILTER-VALIDATION-email_filter__name-concatenation_simple_quote
"<?php
$array = array();
$array[] = 'safe' ;
$array[] = $_GET['userData'] ;
$array[] = 'safe' ;
$tainted = $array[1] ;
$tainted = addslashes($tainted);
$query = ""name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__array-GET__func_addslashes__name-concatenation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input;
 }
 public function __construct(){
 $this->input = $_GET['UserData'] ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
//no_sanitizing
$query = ""(&(objectCategory=person)(objectClass=user)(cn=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-classicGet__no_sanitizing__userByCN-interpretation_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
//no_sanitizing
$query = ""name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__no_sanitizing__name-interpretation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input['realOne'];
 }
 public function __construct(){
 $this->input = array();
 $this->input['test']= 'safe' ;
 $this->input['realOne']= $_GET['UserData'] ;
 $this->input['trap']= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
//no_sanitizing
$query = sprintf(""name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-indexArray__no_sanitizing__name-sprintf_%s_simple_quote
"<?php
$tainted = $_GET['UserData'];
$sanitized = filter_var($tainted, FILTER_SANITIZE_MAGIC_QUOTES);
 $tainted = $sanitized ;
 
$query = ""(&(objectCategory=person)(objectClass=user)(mail='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_FILTER-CLEANING-magic_quotes_filter__userByMail-concatenation_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_FILTER-VALIDATION-email_filter__not_name-interpretation_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""(&(objectCategory=person)(objectClass=user)(mail=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_FILTER-CLEANING-email_filter__userByMail-interpretation_simple_quote
"<?php
$tainted = $_GET['UserData'];
$tainted = pg_escape_string($tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(mail='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_pg_escape_string__userByMail-concatenation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input['realOne'];
 }
 public function __construct(){
 $this->input = array();
 $this->input['test']= 'safe' ;
 $this->input['realOne']= $_GET['UserData'] ;
 $this->input['trap']= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = addslashes($tainted);
$query = ""name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-indexArray__func_addslashes__name-concatenation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input[1];
 }
 public function __construct(){
 $this->input = array();
 $this->input[0]= 'safe' ;
 $this->input[1]= $_GET['UserData'] ;
 $this->input[2]= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = preg_replace('/\W/si','',$tainted);
$query = sprintf(""name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-Array__func_preg_replace2__name-sprintf_%s_simple_quote
"<?php
$tainted = $_GET['UserData'];
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(mail='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_FILTER-VALIDATION-email_filter__userByMail-sprintf_%s_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
$tainted = htmlentities($tainted, ENT_QUOTES);
$query = sprintf(""name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_htmlentities__name-sprintf_%s_simple_quote
"<?php
$tainted = `cat /tmp/tainted.txt`;
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""(&(objectCategory=person)(objectClass=user)(cn='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__backticks__func_htmlspecialchars__userByCN-concatenation_simple_quote
"<?php
$tainted = system('ls', $retval);
$tainted = htmlentities($tainted, ENT_QUOTES);
$query = sprintf(""!name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__system__func_htmlentities__not_name-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input;
 }
 public function __construct(){
 $this->input = $_GET['UserData'] ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$re = ""/^.*$/"";
if(preg_match($re, $tainted) == 1){
 $tainted = $tainted;
}
else{
 $tainted = """";
}
$query = ""!name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-classicGet__func_preg_match-no_filtering__not_name-concatenation_simple_quote
"<?php
$tainted = $_GET['UserData'];
$tainted = pg_escape_string($tainted);
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_pg_escape_string__not_name-interpretation_simple_quote
"<?php
$array = array();
$array[] = 'safe' ;
$array[] = $_GET['userData'] ;
$array[] = 'safe' ;
$tainted = $array[1] ;
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""(&(objectCategory=person)(objectClass=user)(mail=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__array-GET__func_FILTER-CLEANING-email_filter__userByMail-interpretation_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_htmlspecialchars__name-concatenation_simple_quote
"<?php
$tainted = $_POST['UserData'];
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""(&(objectCategory=person)(objectClass=user)(cn='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__POST__func_htmlspecialchars__userByCN-concatenation_simple_quote
"<?php
$tainted = $_POST['UserData'];
//no_sanitizing
$query = sprintf(""!name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__POST__no_sanitizing__not_name-sprintf_%s_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
$tainted = preg_replace('/\W/si','',$tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(mail=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_preg_replace2__userByMail-interpretation_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
$tainted = preg_replace('/\W/si','',$tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(cn=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_preg_replace2__userByCN-interpretation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input['realOne'];
 }
 public function __construct(){
 $this->input = array();
 $this->input['test']= 'safe' ;
 $this->input['realOne']= $_GET['UserData'] ;
 $this->input['trap']= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$sanitized = filter_var($tainted, FILTER_SANITIZE_MAGIC_QUOTES);
 $tainted = $sanitized ;
 
$query = sprintf(""name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-indexArray__func_FILTER-CLEANING-magic_quotes_filter__name-sprintf_%s_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
$tainted = addslashes($tainted);
$query = sprintf(""name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_addslashes__name-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input;
 }
 public function __construct(){
 $this->input = $_GET['UserData'] ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = preg_replace('/\W/si','',$tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(cn='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-classicGet__func_preg_replace2__userByCN-concatenation_simple_quote
"<?php
$descriptorspec = array(
 0 => array(""pipe"", ""r""),
 1 => array(""pipe"", ""w""),
 2 => array(""file"", ""/tmp/error-output.txt"", ""a"")
 );
$cwd = '/tmp';
$process = proc_open('more /tmp/tainted.txt', $descriptorspec, $pipes, $cwd, NULL);
if (is_resource($process)) {
 fclose($pipes[0]);
 $tainted = stream_get_contents($pipes[1]);
 fclose($pipes[1]);
 $return_value = proc_close($process);
}
//no_sanitizing
$query = ""(&(objectCategory=person)(objectClass=user)(cn=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__proc_open__no_sanitizing__userByCN-interpretation_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input['realOne'];
 }
 public function __construct(){
 $this->input = array();
 $this->input['test']= 'safe' ;
 $this->input['realOne']= $_GET['UserData'] ;
 $this->input['trap']= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-indexArray__func_htmlspecialchars__not_name-interpretation_simple_quote
"<?php
$tainted = $_GET['UserData'];
$tainted = pg_escape_string($tainted);
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(mail='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_pg_escape_string__userByMail-sprintf_%s_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
$re = ""/^.*$/"";
if(preg_match($re, $tainted) == 1){
 $tainted = $tainted;
}
else{
 $tainted = """";
}
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_preg_match-no_filtering__userByCN-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input[1];
 }
 public function __construct(){
 $this->input = array();
 $this->input[0]= 'safe' ;
 $this->input[1]= $_GET['UserData'] ;
 $this->input[2]= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = pg_escape_string($tainted);
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-Array__func_pg_escape_string__userByCN-sprintf_%s_simple_quote
"<?php
$descriptorspec = array(
 0 => array(""pipe"", ""r""),
 1 => array(""pipe"", ""w""),
 2 => array(""file"", ""/tmp/error-output.txt"", ""a"")
 );
$cwd = '/tmp';
$process = proc_open('more /tmp/tainted.txt', $descriptorspec, $pipes, $cwd, NULL);
if (is_resource($process)) {
 fclose($pipes[0]);
 $tainted = stream_get_contents($pipes[1]);
 fclose($pipes[1]);
 $return_value = proc_close($process);
}
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""(&(objectCategory=person)(objectClass=user)(mail='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__proc_open__func_FILTER-CLEANING-email_filter__userByMail-concatenation_simple_quote
"<?php
$tainted = $_GET['UserData'];
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""!name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_FILTER-VALIDATION-email_filter__not_name-concatenation_simple_quote
"<?php
$tainted = system('ls', $retval);
//no_sanitizing
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__system__no_sanitizing__not_name-interpretation_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = sprintf(""!name='%s'"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_FILTER-CLEANING-email_filter__not_name-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input;
 }
 public function __construct(){
 $this->input = $_GET['UserData'] ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = htmlspecialchars($tainted, ENT_QUOTES);
$query = ""(&(objectCategory=person)(objectClass=user)(cn='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-classicGet__func_htmlspecialchars__userByCN-concatenation_simple_quote
"<?php
$string = $_POST['UserData'] ;
$tainted = unserialize($string);
 
$tainted = preg_replace('/\W/si','',$tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(cn=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__unserialize__func_preg_replace2__userByCN-interpretation_simple_quote
"<?php
$tainted = system('ls', $retval);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""(&(objectCategory=person)(objectClass=user)(mail='"". $tainted . ""'))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__system__func_FILTER-VALIDATION-email_filter__userByMail-concatenation_simple_quote
"<?php
$tainted = system('ls', $retval);
$sanitized = filter_var($tainted, FILTER_SANITIZE_MAGIC_QUOTES);
 $tainted = $sanitized ;
 
$query = ""!name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__system__func_FILTER-CLEANING-magic_quotes_filter__not_name-concatenation_simple_quote
"<?php
$tainted = $_SESSION['UserData'];
$sanitized = filter_var($tainted, FILTER_SANITIZE_MAGIC_QUOTES);
 $tainted = $sanitized ;
 
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__SESSION__func_FILTER-CLEANING-magic_quotes_filter__userByCN-sprintf_%s_simple_quote
"<?php
class Input{
 private $input;
 public function getInput(){
 return $this->input['realOne'];
 }
 public function __construct(){
 $this->input = array();
 $this->input['test']= 'safe' ;
 $this->input['realOne']= $_GET['UserData'] ;
 $this->input['trap']= 'safe' ;
 }
}
$temp = new Input();
$tainted = $temp->getInput();
$tainted = addslashes($tainted);
$query = ""(&(objectCategory=person)(objectClass=user)(mail=' $tainted '))"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__object-indexArray__func_addslashes__userByMail-interpretation_simple_quote
"<?php
$handle = popen('/bin/cat /tmp/tainted.txt', 'r');
$tainted = fread($handle, 4096);
pclose($handle);
$sanitized = filter_var($tainted, FILTER_SANITIZE_MAGIC_QUOTES);
 $tainted = $sanitized ;
 
$query = ""!name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__popen__func_FILTER-CLEANING-magic_quotes_filter__not_name-concatenation_simple_quote
"<?php
$tainted = $_GET['UserData'];
$sanitized = filter_var($tainted, FILTER_SANITIZE_EMAIL);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""!name='"". $tainted . ""'"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__GET__func_FILTER-CLEANING-email_filter__not_name-concatenation_simple_quote
"<?php
$tainted = system('ls', $retval);
if (filter_var($sanitized, FILTER_VALIDATE_EMAIL))
 $tainted = $sanitized ;
else
 $tainted = """" ;
$query = ""!name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__system__func_FILTER-VALIDATION-email_filter__not_name-interpretation_simple_quote
"<?php
$tainted = $_SESSION['UserData'];
$tainted = addslashes($tainted);
$query = sprintf(""(&(objectCategory=person)(objectClass=user)(cn='%s'))"", $tainted);
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__SESSION__func_addslashes__userByCN-sprintf_%s_simple_quote
"<?php
$tainted = `cat /tmp/tainted.txt`;
//no_sanitizing
$query = ""name=' $tainted '"";
//flaw
$ds=ldap_connect(""localhost""); 
$r=ldap_bind($ds);
$sr=ldap_search($ds,""o=My Company, c=US"", $query); 
ldap_close($ds);
?>",1,CWE_90__backticks__no_sanitizing__name-interpretation_simple_quote
